Id_Ciente;Nome;Conta N�;D�gito;Ag�ncia; Saldo ; Limite ;Id do Cart�o;N�mero do Cart�o; Limite do Cart�o ;News
209;Eduardo;33;4;1010;R$ 0;R$ 0,00;197;**** **** **** 7783;R$ 2.800;[{'id': 104, 'icon': 'string', 'description': 'string'}, {'id': 612, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 613, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1155, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eduardo, por conseguinte, a competitividade nas transações comerciais maximiza as possibilidades por conta dos modos de operação convencionais. '}]
210;Rodrigo;33;5;1010;R$ 0;R$ 0,00;198;**** **** **** 7743;R$ 2.800;[{'id': 105, 'icon': 'string', 'description': 'string'}, {'id': 614, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 615, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1156, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Rodrigo, a prática cotidiana prova que o desenvolvimento contínuo de distintas formas de atuação agrega valor ao estabelecimento dos níveis de motivação departamental. '}]
211;Marta;33;6;1010;R$ 0;R$ 0,00;199;**** **** **** 7743;R$ 1.800;[{'id': 106, 'icon': 'string', 'description': 'string'}, {'id': 616, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 617, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1157, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Marta, no mundo atual, o surgimento do comércio virtual deve passar por modificações independentemente dos modos de operação convencionais. '}]
212;Monica;33;7;1010;R$ 0;R$ 0,00;200;**** **** **** 7743;R$ 980;[{'id': 107, 'icon': 'string', 'description': 'string'}, {'id': 618, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 619, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1158, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Monica, no entanto, não podemos esquecer que a consolidação das estruturas oferece uma interessante oportunidade para verificação das diversas correntes de pensamento. '}]
213;Vivi Cruz;80001;1;1;R$ 0;R$ 500,00;201;**** **** **** 8111;R$ 1.000;[{'id': 620, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 621, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1159, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Vivi Cruz, a certificação de metodologias que nos auxiliam a lidar com a percepção das dificuldades causa impacto indireto na reavaliação dos níveis de motivação departamental. '}]
214;Viviane Ramos;80001;2;1;R$ 0;R$ 500,00;202;**** **** **** 8112;R$ 1.000;[{'id': 622, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 623, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1160, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Viviane Ramos, por outro lado, a mobilidade dos capitais internacionais ainda não demonstrou convincentemente que vai participar na mudança do sistema de participação geral. '}]
215;Viviane Cruz;80001;3;1;R$ 0;R$ 500,00;203;**** **** **** 8113;R$ 1.000;[{'id': 624, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 625, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1161, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Viviane Cruz, caros amigos, a revolução dos costumes prepara-nos para enfrentar situações atípicas decorrentes dos métodos utilizados na avaliação de resultados. '}]
216;Stephanny;78501;1;9728880;R$ 0;R$ 50.000,00;204;N�o Possui Cart�o;R$ 0;[{'id': 626, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 627, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1162, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Stephanny, do mesmo modo, a constante divulgação das informações não pode mais se dissociar das diretrizes de desenvolvimento para o futuro. '}]
217;Berry;78501;2;9728882;R$ 0;R$ 50.002,00;205;N�o Possui Cart�o;R$ 0;[{'id': 628, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 629, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1163, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Berry, não obstante, o julgamento imparcial das eventualidades garante a contribuição de um grupo importante na determinação das regras de conduta normativas. '}]
218;Jeni;78501;3;9728883;R$ 0;R$ 50.003,00;206;N�o Possui Cart�o;R$ 0;[{'id': 630, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 631, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1164, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jeni, ainda assim, existem dúvidas a respeito de como a adoção de políticas descentralizadoras garante a contribuição de um grupo importante na determinação do processo de comunicação como um todo. '}]
219;Chico;90000;1;1;R$ 0;R$ 500,00;207;**** **** **** 9000;R$ 1.000;[{'id': 632, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 633, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1165, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Chico, acima de tudo, é fundamental ressaltar que o julgamento imparcial das eventualidades pode nos levar a considerar a reestruturação do orçamento setorial. '}]
220;Tico;90002;2;1;R$ 0;R$ 500,00;208;**** **** **** 9002;R$ 1.000;[{'id': 634, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 635, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1166, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Tico, assim mesmo, a contínua expansão de nossa atividade estende o alcance e a importância do investimento em reciclagem técnica. '}]
221;Teco;90003;3;1;R$ 0;R$ 500,00;209;**** **** **** 9003;R$ 1.000;[{'id': 636, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 637, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1167, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Teco, desta maneira, a constante divulgação das informações acarreta um processo de reformulação e modernização do orçamento setorial. '}]
222;Pyterson;1000;1;2;R$ 0;R$ 500,00;210;**** **** **** 2122;R$ 1.000;"[{'id': 638, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 639, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 957, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Olá Pyterson! Investir é construir o futuro. 💰🌟""'}, {'id': 960, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': ""Olá Pyterson! Investir é chave! 💼📈 *(autor:'Alexandre Gasparini' via chatGPT)""}, {'id': 1168, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyterson, a prática cotidiana prova que o consenso sobre a necessidade de qualificação assume importantes posições no estabelecimento dos níveis de motivação departamental. '}]"
223;Pyter;2001;2;2;R$ 0;R$ 1.500,00;211;**** **** **** 3522;R$ 2.000;"[{'id': 640, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 641, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 958, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Olá Pyter! Investir é a chave. 🚀""'}, {'id': 961, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': ""Olá Pyter! Investir é essencial. Sucesso garantido! 🚀 *(autor:'Alexandre Gasparini' via chatGPT)""}, {'id': 1169, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pyter, neste sentido, o aumento do diálogo entre os diferentes setores produtivos exige a precisão e a definição do fluxo de informações. '}]"
224;Pepe;3002;3;2;R$ 0;R$ 2.000,00;212;**** **** **** 2422;R$ 3.000;"[{'id': 642, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 643, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 959, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Oi Pepe! Investir é crucial. 🚀""'}, {'id': 962, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/insurance.svg', 'description': '""Oi Pepe! Investir é chave p/ futuro! 🚀"" *(autor:\'Alexandre Gasparini\' via chatGPT)'}, {'id': 1170, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pepe, assim mesmo, o desafiador cenário globalizado promove a alavancagem das regras de conduta normativas. '}]"
225;Taisoo;545454;0;2323;R$ 0;R$ 0,00;213;**** **** **** 4794;R$ 0;[{'id': 644, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 645, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1171, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Taisoo, é importante questionar o quanto o comprometimento entre as equipes possibilita uma melhor visão global do sistema de participação geral. '}]
226;Eu;1;7;1;R$ 0;R$ 500,00;214;**** **** **** 7171;R$ 500;[{'id': 123, 'icon': 'string', 'description': 'string'}, {'id': 646, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 647, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1172, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu, não obstante, o desenvolvimento contínuo de distintas formas de atuação cumpre um papel essencial na formulação das diversas correntes de pensamento. '}]
227;Eu Mesmo;7;7;1;R$ 0;R$ 1.000,00;215;**** **** **** 1722;R$ 500;[{'id': 124, 'icon': 'string', 'description': 'string'}, {'id': 648, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 649, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1173, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu Mesmo, as experiências acumuladas demonstram que o acompanhamento das preferências de consumo possibilita uma melhor visão global do sistema de participação geral. '}]
228;Mesmo Eu;2;7;1;R$ 0;R$ 1.500,00;216;**** **** **** 2217;R$ 1.500;[{'id': 125, 'icon': 'string', 'description': 'string'}, {'id': 650, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 651, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1174, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mesmo Eu, evidentemente, o consenso sobre a necessidade de qualificação obstaculiza a apreciação da importância do remanejamento dos quadros funcionais. '}]
229;Eu;7;2;1;R$ 0;R$ 150.000,00;217;**** **** **** 7272;R$ 50.000;[{'id': 126, 'icon': 'string', 'description': 'string'}, {'id': 652, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 653, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1175, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Eu, por conseguinte, o comprometimento entre as equipes pode nos levar a considerar a reestruturação dos métodos utilizados na avaliação de resultados. '}]
230;Mateus;7;1;1;R$ 0;R$ 500,00;218;**** **** **** 2610;R$ 1.000;[{'id': 161, 'icon': 'string', 'description': 'string'}, {'id': 175, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 177, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e garanta seu futuro, Mateus!'}, {'id': 179, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Invista no Santander e conquiste seu futuro, Mateus!'}, {'id': 654, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 655, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1176, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Mateus, nunca é demais lembrar o peso e o significado destes problemas, uma vez que a mobilidade dos capitais internacionais obstaculiza a apreciação da importância dos níveis de motivação departamental. '}]
231;Leticia;45;1;1;R$ 0;R$ 500,00;219;**** **** **** 1975;R$ 1.000;[{'id': 162, 'icon': 'string', 'description': 'string'}, {'id': 176, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Seu futuro financeiro está esperando por você, Leticia. Invista no Santander.'}, {'id': 178, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Letícia, invista no Santander e garanta seu futuro financeiro! 💰'}, {'id': 656, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 657, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1177, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Leticia, a certificação de metodologias que nos auxiliam a lidar com o início da atividade geral de formação de atitudes nos obriga à análise das diversas correntes de pensamento. '}]
232;Felipe;66;1;1;R$ 0;R$ 500,00;220;**** **** **** 1991;R$ 1.000;[{'id': 163, 'icon': 'string', 'description': 'string'}, {'id': 658, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 659, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1178, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Felipe, caros amigos, a mobilidade dos capitais internacionais afeta positivamente a correta previsão do levantamento das variáveis envolvidas. '}]
233;Sarah;75;1;1;R$ 0;R$ 500,00;221;**** **** **** 1947;R$ 1.000;[{'id': 164, 'icon': 'string', 'description': 'string'}, {'id': 180, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sarah, invista no Santander e garanta seu futuro!'}, {'id': 660, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 661, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1179, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Sarah, neste sentido, a hegemonia do ambiente político nos obriga à análise dos procedimentos normalmente adotados. '}]
234;chinelisson;87253;3;1;R$ 0;R$ 200,00;222;**** **** **** 3322;R$ 200;[{'id': 662, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 663, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1180, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'chinelisson, evidentemente, a contínua expansão de nossa atividade aponta para a melhoria dos modos de operação convencionais. '}]
235;lierlex;82343;3;1;R$ 0;R$ 2.200,00;223;**** **** **** 9124;R$ 2.200;[{'id': 664, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 665, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1181, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'lierlex, gostaria de enfatizar que a estrutura atual da organização talvez venha a ressaltar a relatividade dos procedimentos normalmente adotados. '}]
236;mangex;83453;3;1;R$ 0;R$ 2.240,00;224;**** **** **** 8124;R$ 2.200;[{'id': 666, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 667, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1182, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'mangex, acima de tudo, é fundamental ressaltar que o início da atividade geral de formação de atitudes ainda não demonstrou convincentemente que vai participar na mudança dos procedimentos normalmente adotados. '}]
237;Pytesterson;34;2;123;R$ 0;R$ 5.000,00;225;**** **** **** 3342;R$ 1.500;[{'id': 173, 'icon': 'string', 'description': 'string'}, {'id': 668, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 669, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1183, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pytesterson, nunca é demais lembrar o peso e o significado destes problemas, uma vez que o acompanhamento das preferências de consumo cumpre um papel essencial na formulação dos modos de operação convencionais. '}]
238;liroulip;83413;3;1;R$ 0;R$ 2.240,00;226;**** **** **** 7298;R$ 2.200;[{'id': 670, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 671, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1184, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'liroulip, as experiências acumuladas demonstram que o desenvolvimento contínuo de distintas formas de atuação auxilia a preparação e a composição do sistema de participação geral. '}]
239;Luiz;1234;1;1;R$ 0;R$ 500,00;227;**** **** **** 4567;R$ 111;[{'id': 672, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 673, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1185, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Luiz, neste sentido, a percepção das dificuldades estende o alcance e a importância das posturas dos órgãos dirigentes com relação às suas atribuições. '}]
240;Fillipe;1234;2;1;R$ 0;R$ 120,00;228;**** **** **** 6543;R$ 2.222;[{'id': 674, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 675, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1186, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Fillipe, o empenho em analisar a execução dos pontos do programa aponta para a melhoria do sistema de participação geral. '}]
241;Oliveira;1234;3;1;R$ 0;R$ 9.990,00;229;**** **** **** 9876;R$ 1.234;[{'id': 676, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 677, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1187, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Oliveira, percebemos, cada vez mais, que o comprometimento entre as equipes obstaculiza a apreciação da importância do retorno esperado a longo prazo. '}]
242;Nielete;6;9;17302;R$ 0;R$ 15.000,00;230;**** **** **** 0609;R$ 0;[{'id': 182, 'icon': 'string', 'description': 'string'}, {'id': 678, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 679, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1188, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Nielete, acima de tudo, é fundamental ressaltar que a necessidade de renovação processual deve passar por modificações independentemente de alternativas às soluções ortodoxas. '}]
243;Lorenzovski;21;4;17302;R$ 0;R$ 1.000,00;231;**** **** **** 0421;R$ 2.000;[{'id': 680, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 681, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1189, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Lorenzovski, acima de tudo, é fundamental ressaltar que a estrutura atual da organização acarreta um processo de reformulação e modernização das formas de ação. '}]
244;Pietrovski;231;2;17302;R$ 0;R$ 1.000,00;232;**** **** **** 2312;R$ 2.000;[{'id': 682, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 683, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1190, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Pietrovski, ainda assim, existem dúvidas a respeito de como a consolidação das estruturas possibilita uma melhor visão global das condições inegavelmente apropriadas. '}]
245;Jonnyski;23231;2;17302;R$ 0;R$ 58.000,00;233;**** **** **** 2380;R$ 29.000;[{'id': 684, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 685, 'icon': 'https://images.genius.com/31fac7e2bef0ff83f25dbd8077863794.1000x1000x1.jpg', 'description': 'Eduardo esteve aqui'}, {'id': 1191, 'icon': 'https://digitalinnovationone.github.io/santander-dev-week-2023-api/icons/credit.svg', 'description': 'Jonnyski, acima de tudo, é fundamental ressaltar que o desenvolvimento contínuo de distintas formas de atuação representa uma abertura para a melhoria dos paradigmas corporativos. '}]
